"Title","Rating","Reviews","Phone","Industry","Address","Website","Google Maps Link"
"Hotel Al Zam Zam","4.1","4,042","","","","","https://www.google.com/maps/place/Hotel+Al+Zam+Zam/data=!4m10!3m9!1s0x3bd4c735ca3d7537:0xf9e721dc2bd9c1ff!5m2!4m1!1i1!8m2!3d21.1493225!4d79.1139831!16s%2Fg%2F1tzzszj9!19sChIJN3U9yjXH1DsR_8HZK9wh5_k?authuser=0&hl=en&rclk=1"
"Treebo The Boss","4.1","244","","","","","https://www.google.com/maps/place/Treebo+The+Boss/data=!4m10!3m9!1s0x3bd495345ec06277:0x32615a2712816cd0!5m2!4m1!1i1!8m2!3d21.1035449!4d78.9898552!16s%2Fg%2F11mv5n_1m5!19sChIJd2LAXjSV1DsR0GyBEidaYTI?authuser=0&hl=en&rclk=1"
"Hotel Gulshan Plaza","3.2","204","","","","","https://www.google.com/maps/place/Hotel+Gulshan+Plaza/data=!4m10!3m9!1s0x3bd4c10eb60ddd33:0x349e4dfc0f79e4b9!5m2!4m1!1i1!8m2!3d21.1460453!4d79.0815227!16s%2Fg%2F11j3wvkjy1!19sChIJM90Ntg7B1DsRueR5D_xNnjQ?authuser=0&hl=en&rclk=1"
"Otel","4.8","107","","","","","https://www.google.com/maps/place/Otel/data=!4m10!3m9!1s0x3bd4bf4f5ec9ff95:0x65ec2e2a3e53c2af!5m2!4m1!1i1!8m2!3d21.0910938!4d79.0663897!16s%2Fg%2F11svrwkj7d!19sChIJlf_JXk-_1DsRr8JTPiou7GU?authuser=0&hl=en&rclk=1"
"Aj house Gandhibag","4.9","7","","","","","https://www.google.com/maps/place/Aj+house+Gandhibag/data=!4m10!3m9!1s0x3bd4c1d9f8bea7e5:0x5771e298feb7511b!5m2!4m1!1i1!8m2!3d21.1528506!4d79.1021817!16s%2Fg%2F11vcxkv0jj!19sChIJ5ae--NnB1DsRG1G3_pjicVc?authuser=0&hl=en&rclk=1"
"FabHotel Dua Continental","4.3","32","","","","","https://www.google.com/maps/place/FabHotel+Dua+Continental/data=!4m10!3m9!1s0x3bd4c10a58684bc5:0xbe31a63ce21cf62e!5m2!4m1!1i1!8m2!3d21.15838!4d79.08227!16s%2Fg%2F11w4q86_j0!19sChIJxUtoWArB1DsRLvYc4jymMb4?authuser=0&hl=en&rclk=1"
"SwagStay Flagship Hotel Rahul","3.6","873","","","","","https://www.google.com/maps/place/SwagStay+Flagship+Hotel+Rahul/data=!4m10!3m9!1s0x3bd4c1674742233d:0x9dbfd480e8b23bc!5m2!4m1!1i1!8m2!3d21.1398309!4d79.0950819!16s%2Fg%2F11h3vg91s7!19sChIJPSNCR2fB1DsRvCOLDkj92wk?authuser=0&hl=en&rclk=1"
"Fabhotel Krishna","3.5","63","","","","","https://www.google.com/maps/place/Fabhotel+Krishna/data=!4m10!3m9!1s0x3bd4c0bb948adf6f:0x3e0c28a398111286!5m2!4m1!1i1!8m2!3d21.137884!4d79.093891!16s%2Fg%2F11v0c3336j!19sChIJb9-KlLvA1DsRhhIRmKMoDD4?authuser=0&hl=en&rclk=1"
"HOTEL GOMTI","3.3","906","","","","","https://www.google.com/maps/place/HOTEL+GOMTI/data=!4m10!3m9!1s0x3bd4c79895555555:0x8f5dc339b47371e4!5m2!4m1!1i1!8m2!3d21.1517153!4d79.1498427!16s%2Fg%2F1tjpnz9t!19sChIJVVVVlZjH1DsR5HFztDnDXY8?authuser=0&hl=en&rclk=1"
"Hotel Asian Inn","3.8","859","","","","","https://www.google.com/maps/place/Hotel+Asian+Inn/data=!4m10!3m9!1s0x3bd4c0c89c2aaac1:0xe59c14b30709418c!5m2!4m1!1i1!8m2!3d21.1500481!4d79.0986351!16s%2Fg%2F1q679l_2n!19sChIJwaoqnMjA1DsRjEEJB7MUnOU?authuser=0&hl=en&rclk=1"
"Hotel Runway Inn - Best Hotel Near Airport Road Nagpur, Budget Friendly AC Rooms","4.9","184","","","","","https://www.google.com/maps/place/Hotel+Runway+Inn+-+Best+Hotel+Near+Airport+Road+Nagpur,+Budget+Friendly+AC+Rooms/data=!4m10!3m9!1s0x3bd4bf01314f07e5:0xa932e3816e678c5a!5m2!4m1!1i1!8m2!3d21.0877613!4d79.0652663!16s%2Fg%2F11vpcg4rsl!19sChIJ5QdPMQG_1DsRWoxnboHjMqk?authuser=0&hl=en&rclk=1"
"Hotel Arjun","3.5","390","","","","","https://www.google.com/maps/place/Hotel+Arjun/data=!4m10!3m9!1s0x3bd4c0c011f8b8d1:0xf4ac45a78ce34569!5m2!4m1!1i1!8m2!3d21.1400117!4d79.0945501!16s%2Fg%2F1tfwnd_f!19sChIJ0bj4EcDA1DsRaUXjjKdFrPQ?authuser=0&hl=en&rclk=1"
"Townhouse 1040 Hotel Md Star","3.5","52","","","1040 Hotel Md Star 3","","https://www.google.com/maps/place/Townhouse+1040+Hotel+Md+Star/data=!4m10!3m9!1s0x3bd4bfedc212fbe7:0xf579312cd98c08db!5m2!4m1!1i1!8m2!3d21.0882019!4d79.0864766!16s%2Fg%2F11t0mf7pqh!19sChIJ5_sSwu2_1DsR2wiM2SwxefU?authuser=0&hl=en&rclk=1"
